typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20240101","2024","52","2024","32","ARG","Argentina","X","Export","0","W00","World","0","W00","World","H6","HS","true","090240","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","56956924","false","8","kg","56956924","false","56956924","false","0","false",,"64531673.4","64531673.4","0","false","true",
"C","A","20240101","2024","52","2024","36","AUS","Australia","X","Export","0","W00","World","0","W00","World","H6","HS","true","090240","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","55401.48","false","8","kg","55401.48","false","55401.48","false","57.215","false",,"821058.104","821058.104","0","false","true",
"C","A","20240101","2024","52","2024","40","AUT","Austria","X","Export","0","W00","World","0","W00","World","H6","HS","true","090240","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","56373","false","8","kg","56373","false","56373","false","0","false",,"236451.423","236451.423","0","false","true",
"C","A","20240101","2024","52","2024","48","BHR","Bahrain","X","Export","0","W00","World","0","W00","World","H6","HS","true","090240","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","7738.79","false","8","kg","7738.79","false","7738.79","false","0","false",,"77957.021","77957.021","0","false","true",
"C","A","20240101","2024","52","2024","51","ARM","Armenia","X","Export","0","W00","World","0","W00","World","H6","HS","true","090240","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","14769","false","8","kg","14769","false","14769","false","0","false",,"222181.91","222181.91","0","false","true",
"C","A","20240101","2024","52","2024","52","BRB","Barbados","X","Export","0","W00","World","0","W00","World","H6","HS","true","090240","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","377","false","8","kg","377","false","377","false","0","false",,"5096","5096","0","false","true",
"C","A","20240101","2024","52","2024","56","BEL","Belgium","X","Export","0","W00","World","0","W00","World","H6","HS","true","090240","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","45879.02","false","8","kg","45879.02","false","45879.02","false","0","false",,"731365.142","731365.142","0","false","true",
"C","A","20240101","2024","52","2024","70","BIH","Bosnia Herzegovina","X","Export","0","W00","World","0","W00","World","H6","HS","true","090240","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1312.93","false","8","kg","1312.93","false","1312.93","false","0","false",,"26460.369","26460.369","0","false","true",
"C","A","20240101","2024","52","2024","76","BRA","Brazil","X","Export","0","W00","World","0","W00","World","H6","HS","true","090240","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1344.806","true","8","kg","1222","false","1342.806","true","0","false",,"26002","26002","6","false","true",
"C","A","20240101","2024","52","2024","100","BGR","Bulgaria","X","Export","0","W00","World","0","W00","World","H6","HS","true","090240","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","57609.045","true","-1","N/A","0","false","57609.045","true","0","false",,"123303.385","123303.385","6","false","true",
"C","A","20240101","2024","52","2024","104","MMR","Myanmar","X","Export","0","W00","World","0","W00","World","H6","HS","true","090240","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","402324.2","false","8","kg","402324.2","false","402324.2","false","0","false",,"843570.64","843570.64","0","false","true",
"C","A","20240101","2024","52","2024","116","KHM","Cambodia","X","Export","0","W00","World","0","W00","World","H6","HS","true","090240","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","19.31","false","8","kg","19.31","false","19.31","false","0","false",,"876.27","876.27","0","false","true",
"C","A","20240101","2024","52","2024","31","AZE","Azerbaijan","X","Export","0","W00","World","0","W00","World","H6","HS","true","090240","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg","6","true","C00","TOTAL CPC","0","1000","Air","8","kg","81.225","false","8","kg","81.225","false","81.225","false","0","false",,"17273.55","17273.55","0","false","true",
"C","A","20240101","2024","52","2024","51","ARM","Armenia","X","Export","0","W00","World","0","W00","World","H6","HS","true","090240","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg","6","true","C00","TOTAL CPC","0","1000","Air","8","kg","481","false","8","kg","481","false","481","false","0","false",,"8428.79","8428.79","0","false","true",
"C","A","20240101","2024","52","2024","70","BIH","Bosnia Herzegovina","X","Export","0","W00","World","0","W00","World","H6","HS","true","090240","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg","6","true","C00","TOTAL CPC","0","1000","Air","8","kg","3.03","false","8","kg","3.03","false","3.03","false","0","false",,"74.234","74.234","0","false","true",
"C","A","20240101","2024","52","2024","100","BGR","Bulgaria","X","Export","0","W00","World","0","W00","World","H6","HS","true","090240","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg","6","true","C00","TOTAL CPC","0","1000","Air","8","kg","1","false","8","kg","1","false","1","false","0","false",,"11.063","11.063","0","false","true",
"C","A","20240101","2024","52","2024","104","MMR","Myanmar","X","Export","0","W00","World","0","W00","World","H6","HS","true","090240","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg","6","true","C00","TOTAL CPC","0","1000","Air","8","kg","440","false","8","kg","440","false","440","false","0","false",,"1584","1584","0","false","true",
"C","A","20240101","2024","52","2024","28","ATG","Antigua and Barbuda","X","Export","0","W00","World","0","W00","World","H3","HS","true","090240","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg","6","true","C00","TOTAL CPC","0","2100","Sea","8","kg","168.18","false","5","u","253","false","168.18","false","0","false",,"5748.456","5748.456","0","false","true",
"C","A","20240101","2024","52","2024","76","BRA","Brazil","X","Export","0","W00","World","0","W00","World","H6","HS","true","090240","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg","6","true","C00","TOTAL CPC","0","2100","Sea","8","kg","1344.806","true","8","kg","1222","false","1342.806","true","0","false",,"26002","26002","6","false","true",
"C","A","20240101","2024","52","2024","100","BGR","Bulgaria","X","Export","0","W00","World","0","W00","World","H6","HS","true","090240","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg","6","true","C00","TOTAL CPC","0","2100","Sea","8","kg","722","false","8","kg","722","false","722","false","0","false",,"13208.015","13208.015","0","false","true",
"C","A","20240101","2024","52","2024","70","BIH","Bosnia Herzegovina","X","Export","0","W00","World","0","W00","World","H6","HS","true","090240","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg","6","true","C00","TOTAL CPC","0","3000","Land","8","kg","1309.9","false","8","kg","1309.9","false","1309.9","false","0","false",,"26386.135","26386.135","0","false","true",
"C","A","20240101","2024","52","2024","31","AZE","Azerbaijan","X","Export","0","W00","World","0","W00","World","H6","HS","true","090240","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg","6","true","C00","TOTAL CPC","0","3200","Road","8","kg","9229.5","false","8","kg","9229.5","false","9229.5","false","0","false",,"29607.12","29607.12","0","false","true",
"C","A","20240101","2024","52","2024","51","ARM","Armenia","X","Export","0","W00","World","0","W00","World","H6","HS","true","090240","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg","6","true","C00","TOTAL CPC","0","3200","Road","8","kg","2046","false","8","kg","2046","false","2046","false","0","false",,"15680.34","15680.34","0","false","true",
"C","A","20240101","2024","52","2024","100","BGR","Bulgaria","X","Export","0","W00","World","0","W00","World","H6","HS","true","090240","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg","6","true","C00","TOTAL CPC","0","3200","Road","8","kg","56886.045","true","-1","N/A","0","false","56886.045","true","0","false",,"110084.307","110084.307","6","false","true",
"C","A","20240101","2024","52","2024","104","MMR","Myanmar","X","Export","0","W00","World","0","W00","World","H6","HS","true","090240","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg","6","true","C00","TOTAL CPC","0","3200","Road","8","kg","102096","false","8","kg","102096","false","102096","false","0","false",,"165421.47","165421.47","0","false","true",
"C","A","20240101","2024","52","2024","51","ARM","Armenia","X","Export","0","W00","World","0","W00","World","H6","HS","true","090240","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg","6","true","C00","TOTAL CPC","0","3900","Land, not else classified","8","kg","12240","false","8","kg","12240","false","12240","false","0","false",,"198021.18","198021.18","0","false","true",
"C","A","20240101","2024","52","2024","104","MMR","Myanmar","X","Export","0","W00","World","0","W00","World","H6","HS","true","090240","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg","6","true","C00","TOTAL CPC","0","9110","Pipelines","8","kg","299788.2","false","8","kg","299788.2","false","299788.2","false","0","false",,"676565.17","676565.17","0","false","true",
"C","A","20240101","2024","52","2024","51","ARM","Armenia","X","Export","0","W00","World","0","W00","World","H6","HS","true","090240","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg","6","true","C00","TOTAL CPC","0","9200","Postal consignments, mail or courier shipment","8","kg","2","false","8","kg","2","false","2","false","0","false",,"51.6","51.6","0","false","true",
"C","A","20240101","2024","52","2024","31","AZE","Azerbaijan","X","Export","0","W00","World","0","W00","World","H6","HS","true","090240","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg","6","true","C00","TOTAL CPC","0","9900","Other","8","kg","18.5","false","8","kg","18.5","false","18.5","false","0","false",,"4164.71","4164.71","0","false","true",
"C","A","20240101","2024","52","2024","36","AUS","Australia","X","Export","0","W00","World","0","W00","World","H6","HS","true","090240","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg","6","true","C00","TOTAL CPC","0","9900","Other","8","kg","55401.48","false","8","kg","55401.48","false","55401.48","false","57.215","false",,"821058.104","821058.104","0","false","true",
"C","A","20240101","2024","52","2024","124","CAN","Canada","X","Export","0","W00","World","0","W00","World","H6","HS","true","0902","Tea","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3910869","false","8","kg","3910869","false","3910869","false","0","false",,"35428737.073","35428737.073","0","false","true",
"C","A","20240101","2024","52","2024","144","LKA","Sri Lanka","X","Export","0","W00","World","0","W00","World","H6","HS","true","0902","Tea","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","243163876.498","true","-1","N/A","0","false","243163876.498","true","0","false",,"1393333266.521","1393333266.521","6","false","true",
"C","A","20240101","2024","52","2024","152","CHL","Chile","X","Export","0","W00","World","0","W00","World","H6","HS","true","0902","Tea","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","96809.197","false","8","kg","96809.197","false","96809.197","false","0","false",,"1541776.99","1541776.99","0","false","true",
"C","A","20240101","2024","52","2024","156","CHN","China","X","Export","0","W00","World","0","W00","World","H6","HS","true","0902","Tea","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","374121661.563","true","-1","N/A","0","false","374121661.563","true","0","false",,"1418932586","1418932586","6","false","true",
"C","A","20240101","2024","52","2024","170","COL","Colombia","X","Export","0","W00","World","0","W00","World","H6","HS","true","0902","Tea","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","148313.29","false","8","kg","148313.29","false","148313.29","false","0","false",,"2487698.32","2487698.32","0","false","true",
"C","A","20240101","2024","52","2024","188","CRI","Costa Rica","X","Export","0","W00","World","0","W00","World","H6","HS","true","0902","Tea","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","126019.812","false","8","kg","126019.812","false","126019.812","false","0","false",,"1325399.84","1325399.84","0","false","true",
"C","A","20240101","2024","52","2024","191","HRV","Croatia","X","Export","0","W00","World","0","W00","World","H6","HS","true","0902","Tea","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","43567.149","false","8","kg","43567.149","false","43567.149","false","0","false",,"833936","833936","0","false","true",
"C","A","20240101","2024","52","2024","196","CYP","Cyprus","X","Export","0","W00","World","0","W00","World","H6","HS","true","0902","Tea","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","103","false","8","kg","103","false","103","false","0","false",,"2699.457","2699.457","0","false","true",
"C","A","20240101","2024","52","2024","203","CZE","Czechia","X","Export","0","W00","World","0","W00","World","H6","HS","true","0902","Tea","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1093946.64","true","-1","N/A","0","false","1093946.64","true","0","false",,"15708002","15708002","6","false","true",
"C","A","20240101","2024","52","2024","204","BEN","Benin","X","Export","0","W00","World","0","W00","World","H6","HS","true","0902","Tea","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1200","false","8","kg","1200","false","1200","false","0","false",,"2061.979","2061.979","0","false","true",
"C","A","20240101","2024","52","2024","208","DNK","Denmark","X","Export","0","W00","World","0","W00","World","H6","HS","true","0902","Tea","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","533005","false","8","kg","533005","false","533005","false","0","false",,"10776576.925","10776576.925","0","false","true",
"C","A","20240101","2024","52","2024","214","DOM","Dominican Rep.","X","Export","0","W00","World","0","W00","World","H6","HS","true","0902","Tea","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4168.93","false","8","kg","4168.93","false","3481.93","false","0","false",,"8964.598","8964.598","0","false","true",
"C","A","20240101","2024","52","2024","124","CAN","Canada","X","Export","0","W00","World","0","W00","World","H6","HS","true","0902","Tea","4","false","C00","TOTAL CPC","0","1000","Air","8","kg","123074","false","8","kg","123074","false","123074","false","0","false",,"1094020.719","1094020.719","0","false","true",
"C","A","20240101","2024","52","2024","170","COL","Colombia","X","Export","0","W00","World","0","W00","World","H6","HS","true","0902","Tea","4","false","C00","TOTAL CPC","0","1000","Air","8","kg","1233.08","false","8","kg","1233.08","false","1233.08","false","0","false",,"28334.24","28334.24","0","false","true",
"C","A","20240101","2024","52","2024","196","CYP","Cyprus","X","Export","0","W00","World","0","W00","World","H6","HS","true","0902","Tea","4","false","C00","TOTAL CPC","0","1000","Air","8","kg","24","false","8","kg","24","false","24","false","0","false",,"243.536","243.536","0","false","true",
"C","A","20240101","2024","52","2024","203","CZE","Czechia","X","Export","0","W00","World","0","W00","World","H6","HS","true","0902","Tea","4","false","C00","TOTAL CPC","0","1000","Air","8","kg","4330.776","true","-1","N/A","0","false","4330.776","true","0","false",,"234291","234291","6","false","true",
"C","A","20240101","2024","52","2024","214","DOM","Dominican Rep.","X","Export","0","W00","World","0","W00","World","H6","HS","true","0902","Tea","4","false","C00","TOTAL CPC","0","1000","Air","8","kg","972","false","8","kg","972","false","285","false","0","false",,"2124.034","2124.034","0","false","true",
"C","A","20240101","2024","52","2024","124","CAN","Canada","X","Export","0","W00","World","0","W00","World","H6","HS","true","0902","Tea","4","false","C00","TOTAL CPC","0","2000","Water","8","kg","435428","false","8","kg","435428","false","435428","false","0","false",,"1378828.48","1378828.48","0","false","true",
"C","A","20240101","2024","52","2024","170","COL","Colombia","X","Export","0","W00","World","0","W00","World","H6","HS","true","0902","Tea","4","false","C00","TOTAL CPC","0","2000","Water","8","kg","144617.36","false","8","kg","144617.36","false","144617.36","false","0","false",,"2440563.28","2440563.28","0","false","true",
"C","A","20240101","2024","52","2024","196","CYP","Cyprus","X","Export","0","W00","World","0","W00","World","H6","HS","true","0902","Tea","4","false","C00","TOTAL CPC","0","2100","Sea","8","kg","79","false","8","kg","79","false","79","false","0","false",,"2455.921","2455.921","0","false","true",
"C","A","20240101","2024","52","2024","203","CZE","Czechia","X","Export","0","W00","World","0","W00","World","H6","HS","true","0902","Tea","4","false","C00","TOTAL CPC","0","2100","Sea","8","kg","20342","false","8","kg","20342","false","20342","false","0","false",,"808904","808904","0","false","true",
"C","A","20240101","2024","52","2024","214","DOM","Dominican Rep.","X","Export","0","W00","World","0","W00","World","H6","HS","true","0902","Tea","4","false","C00","TOTAL CPC","0","2100","Sea","8","kg","3196.93","false","8","kg","3196.93","false","3196.93","false","0","false",,"6840.564","6840.564","0","false","true",
"C","A","20240101","2024","52","2024","203","CZE","Czechia","X","Export","0","W00","World","0","W00","World","H6","HS","true","0902","Tea","4","false","C00","TOTAL CPC","0","3100","Railway","8","kg","11","false","8","kg","11","false","11","false","0","false",,"551","551","0","false","true",
"C","A","20240101","2024","52","2024","124","CAN","Canada","X","Export","0","W00","World","0","W00","World","H6","HS","true","0902","Tea","4","false","C00","TOTAL CPC","0","3200","Road","8","kg","3352367","false","8","kg","3352367","false","3352367","false","0","false",,"32955887.874","32955887.874","0","false","true",
"C","A","20240101","2024","52","2024","170","COL","Colombia","X","Export","0","W00","World","0","W00","World","H6","HS","true","0902","Tea","4","false","C00","TOTAL CPC","0","3200","Road","8","kg","2462.85","false","8","kg","2462.85","false","2462.85","false","0","false",,"18800.8","18800.8","0","false","true",
"C","A","20240101","2024","52","2024","203","CZE","Czechia","X","Export","0","W00","World","0","W00","World","H6","HS","true","0902","Tea","4","false","C00","TOTAL CPC","0","3200","Road","8","kg","669402.844","true","-1","N/A","0","false","669402.844","true","0","false",,"12657756","12657756","6","false","true",
"C","A","20240101","2024","52","2024","203","CZE","Czechia","X","Export","0","W00","World","0","W00","World","H6","HS","true","0902","Tea","4","false","C00","TOTAL CPC","0","9200","Postal consignments, mail or courier shipment","8","kg","399860.019","true","-1","N/A","0","false","399860.019","true","0","false",,"2006500","2006500","6","false","true",
"C","A","20240101","2024","52","2024","124","CAN","Canada","X","Export","0","W00","World","0","W00","World","H6","HS","true","090210","Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","581858","false","8","kg","581858","false","581858","false","0","false",,"12223750.831","12223750.831","0","false","true",
"C","A","20240101","2024","52","2024","144","LKA","Sri Lanka","X","Export","0","W00","World","0","W00","World","H6","HS","true","090210","Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3681177.118","true","8","kg","3681170","false","3681177.118","true","0","false",,"54242179.498","54242179.498","6","false","true",
"C","A","20240101","2024","52","2024","152","CHL","Chile","X","Export","0","W00","World","0","W00","World","H6","HS","true","090210","Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","29983.804","false","8","kg","29983.804","false","29983.804","false","0","false",,"479628.16","479628.16","0","false","true",
"C","A","20240101","2024","52","2024","156","CHN","China","X","Export","0","W00","World","0","W00","World","H6","HS","true","090210","Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","129297213.389","true","8","kg","129297171","false","129297213.389","true","0","false",,"549039958","549039958","6","false","true",
"C","A","20240101","2024","52","2024","170","COL","Colombia","X","Export","0","W00","World","0","W00","World","H6","HS","true","090210","Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","30764.27","false","8","kg","30764.27","false","30764.27","false","0","false",,"781604.11","781604.11","0","false","true",
"C","A","20240101","2024","52","2024","188","CRI","Costa Rica","X","Export","0","W00","World","0","W00","World","H6","HS","true","090210","Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","120974.91","false","8","kg","120974.91","false","120974.91","false","0","false",,"1288002.42","1288002.42","0","false","true",
"C","A","20240101","2024","52","2024","191","HRV","Croatia","X","Export","0","W00","World","0","W00","World","H6","HS","true","090210","Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","18935.863","false","8","kg","18935.863","false","18935.863","false","0","false",,"332457","332457","0","false","true",
"C","A","20240101","2024","52","2024","203","CZE","Czechia","X","Export","0","W00","World","0","W00","World","H6","HS","true","090210","Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","229200.255","true","-1","N/A","0","false","229200.255","true","0","false",,"5610899","5610899","6","false","true",
"C","A","20240101","2024","52","2024","204","BEN","Benin","X","Export","0","W00","World","0","W00","World","H6","HS","true","090210","Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1200","false","8","kg","1200","false","1200","false","0","false",,"2061.979","2061.979","0","false","true",
"C","A","20240101","2024","52","2024","208","DNK","Denmark","X","Export","0","W00","World","0","W00","World","H6","HS","true","090210","Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","114207","false","8","kg","114207","false","114207","false","0","false",,"2409930.472","2409930.472","0","false","true",
"C","A","20240101","2024","52","2024","214","DOM","Dominican Rep.","X","Export","0","W00","World","0","W00","World","H6","HS","true","090210","Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","972","false","8","kg","972","false","285","false","0","false",,"2124.034","2124.034","0","false","true",
"C","A","20240101","2024","52","2024","124","CAN","Canada","X","Export","0","W00","World","0","W00","World","H6","HS","true","090210","Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg","6","true","C00","TOTAL CPC","0","1000","Air","8","kg","17207","false","8","kg","17207","false","17207","false","0","false",,"206791.649","206791.649","0","false","true",
"C","A","20240101","2024","52","2024","170","COL","Colombia","X","Export","0","W00","World","0","W00","World","H6","HS","true","090210","Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg","6","true","C00","TOTAL CPC","0","1000","Air","8","kg","43.08","false","8","kg","43.08","false","43.08","false","0","false",,"740.24","740.24","0","false","true",
"C","A","20240101","2024","52","2024","203","CZE","Czechia","X","Export","0","W00","World","0","W00","World","H6","HS","true","090210","Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg","6","true","C00","TOTAL CPC","0","1000","Air","8","kg","2832","false","8","kg","2832","false","2832","false","0","false",,"148814","148814","0","false","true",
"C","A","20240101","2024","52","2024","214","DOM","Dominican Rep.","X","Export","0","W00","World","0","W00","World","H6","HS","true","090210","Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg","6","true","C00","TOTAL CPC","0","1000","Air","8","kg","972","false","8","kg","972","false","285","false","0","false",,"2124.034","2124.034","0","false","true",
"C","A","20240101","2024","52","2024","124","CAN","Canada","X","Export","0","W00","World","0","W00","World","H6","HS","true","090210","Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg","6","true","C00","TOTAL CPC","0","2000","Water","8","kg","5375","false","8","kg","5375","false","5375","false","0","false",,"82838.688","82838.688","0","false","true",
"C","A","20240101","2024","52","2024","170","COL","Colombia","X","Export","0","W00","World","0","W00","World","H6","HS","true","090210","Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg","6","true","C00","TOTAL CPC","0","2000","Water","8","kg","30490.51","false","8","kg","30490.51","false","30490.51","false","0","false",,"774297.47","774297.47","0","false","true",
"C","A","20240101","2024","52","2024","203","CZE","Czechia","X","Export","0","W00","World","0","W00","World","H6","HS","true","090210","Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg","6","true","C00","TOTAL CPC","0","2100","Sea","8","kg","9759","false","8","kg","9759","false","9759","false","0","false",,"417637","417637","0","false","true",
"C","A","20240101","2024","52","2024","124","CAN","Canada","X","Export","0","W00","World","0","W00","World","H6","HS","true","090210","Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg","6","true","C00","TOTAL CPC","0","3200","Road","8","kg","559276","false","8","kg","559276","false","559276","false","0","false",,"11934120.495","11934120.495","0","false","true",
"C","A","20240101","2024","52","2024","170","COL","Colombia","X","Export","0","W00","World","0","W00","World","H6","HS","true","090210","Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg","6","true","C00","TOTAL CPC","0","3200","Road","8","kg","230.68","false","8","kg","230.68","false","230.68","false","0","false",,"6566.4","6566.4","0","false","true",
"C","A","20240101","2024","52","2024","203","CZE","Czechia","X","Export","0","W00","World","0","W00","World","H6","HS","true","090210","Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg","6","true","C00","TOTAL CPC","0","3200","Road","8","kg","209100","false","8","kg","209100","false","209100","false","0","false",,"4691816","4691816","0","false","true",
"C","A","20240101","2024","52","2024","203","CZE","Czechia","X","Export","0","W00","World","0","W00","World","H6","HS","true","090210","Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg","6","true","C00","TOTAL CPC","0","9200","Postal consignments, mail or courier shipment","8","kg","7509.255","true","-1","N/A","0","false","7509.255","true","0","false",,"352632","352632","6","false","true",
"C","A","20240101","2024","52","2024","124","CAN","Canada","X","Export","0","W00","World","0","W00","World","H6","HS","true","090220","Tea, green; (not fermented), in immediate packings of a content exceeding 3kg","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1812217","false","8","kg","1812217","false","1812217","false","0","false",,"6437653.203","6437653.203","0","false","true",
"C","A","20240101","2024","52","2024","144","LKA","Sri Lanka","X","Export","0","W00","World","0","W00","World","H6","HS","true","090220","Tea, green; (not fermented), in immediate packings of a content exceeding 3kg","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1005710","false","8","kg","1005710","false","1005710","false","0","false",,"5626615.497","5626615.497","0","false","true",
"C","A","20240101","2024","52","2024","152","CHL","Chile","X","Export","0","W00","World","0","W00","World","H6","HS","true","090220","Tea, green; (not fermented), in immediate packings of a content exceeding 3kg","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","84.62","false","8","kg","84.62","false","84.62","false","0","false",,"2500","2500","0","false","true",
"C","A","20240101","2024","52","2024","156","CHN","China","X","Export","0","W00","World","0","W00","World","H6","HS","true","090220","Tea, green; (not fermented), in immediate packings of a content exceeding 3kg","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","202644028","false","8","kg","202644028","false","202644028","false","0","false",,"586569736","586569736","0","false","true",
"C","A","20240101","2024","52","2024","170","COL","Colombia","X","Export","0","W00","World","0","W00","World","H6","HS","true","090220","Tea, green; (not fermented), in immediate packings of a content exceeding 3kg","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1139","false","8","kg","1139","false","1139","false","0","false",,"23946.7","23946.7","0","false","true",
"C","A","20240101","2024","52","2024","191","HRV","Croatia","X","Export","0","W00","World","0","W00","World","H6","HS","true","090220","Tea, green; (not fermented), in immediate packings of a content exceeding 3kg","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","6762.542","false","8","kg","6762.542","false","6762.542","false","0","false",,"55075","55075","0","false","true",
