Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"TCL","Crops and livestock products","478","Mauritania","5922","Export value","667","Tea leaves","2024","2024","1000 USD","406","A","Official figure",""
"TCL","Crops and livestock products","480","Mauritius","5910","Export quantity","667","Tea leaves","2024","2024","t","20.63","A","Official figure",""
"TCL","Crops and livestock products","480","Mauritius","5922","Export value","667","Tea leaves","2024","2024","1000 USD","311","A","Official figure",""
"TCL","Crops and livestock products","484","Mexico","5910","Export quantity","667","Tea leaves","2024","2024","t","67.85","I","Value imputed by a receiving agency",""
"TCL","Crops and livestock products","484","Mexico","5922","Export value","667","Tea leaves","2024","2024","1000 USD","861","A","Official figure",""
"TCL","Crops and livestock products","496","Mongolia","5910","Export quantity","667","Tea leaves","2024","2024","t","3.65","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","496","Mongolia","5922","Export value","667","Tea leaves","2024","2024","1000 USD","38","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","499","Montenegro","5910","Export quantity","667","Tea leaves","2024","2024","t","26.88","A","Official figure",""
"TCL","Crops and livestock products","499","Montenegro","5922","Export value","667","Tea leaves","2024","2024","1000 USD","177","A","Official figure",""
"TCL","Crops and livestock products","504","Morocco","5910","Export quantity","667","Tea leaves","2024","2024","t","1068.57","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","504","Morocco","5922","Export value","667","Tea leaves","2024","2024","1000 USD","18123","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","508","Mozambique","5910","Export quantity","667","Tea leaves","2024","2024","t","1263.28","A","Official figure",""
"TCL","Crops and livestock products","508","Mozambique","5922","Export value","667","Tea leaves","2024","2024","1000 USD","3219","A","Official figure",""
"TCL","Crops and livestock products","104","Myanmar","5910","Export quantity","667","Tea leaves","2024","2024","t","2261.64","A","Official figure",""
"TCL","Crops and livestock products","104","Myanmar","5922","Export value","667","Tea leaves","2024","2024","1000 USD","1762","A","Official figure",""
"TCL","Crops and livestock products","516","Namibia","5910","Export quantity","667","Tea leaves","2024","2024","t","0.23","A","Official figure",""
"TCL","Crops and livestock products","516","Namibia","5922","Export value","667","Tea leaves","2024","2024","1000 USD","2","A","Official figure",""
"TCL","Crops and livestock products","524","Nepal","5910","Export quantity","667","Tea leaves","2024","2024","t","16317.53","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","524","Nepal","5922","Export value","667","Tea leaves","2024","2024","1000 USD","29530","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5910","Export quantity","667","Tea leaves","2024","2024","t","14241.52","A","Official figure",""
"TCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5922","Export value","667","Tea leaves","2024","2024","1000 USD","112112","A","Official figure",""
"TCL","Crops and livestock products","540","New Caledonia","5910","Export quantity","667","Tea leaves","2024","2024","t","0.01","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","540","New Caledonia","5922","Export value","667","Tea leaves","2024","2024","1000 USD","3","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","554","New Zealand","5910","Export quantity","667","Tea leaves","2024","2024","t","194.22","A","Official figure",""
"TCL","Crops and livestock products","554","New Zealand","5922","Export value","667","Tea leaves","2024","2024","1000 USD","2012","A","Official figure",""
"TCL","Crops and livestock products","562","Niger","5910","Export quantity","667","Tea leaves","2024","2024","t","1228.87","A","Official figure",""
"TCL","Crops and livestock products","562","Niger","5922","Export value","667","Tea leaves","2024","2024","1000 USD","239","A","Official figure",""
"TCL","Crops and livestock products","566","Nigeria","5910","Export quantity","667","Tea leaves","2024","2024","t","633.8","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","566","Nigeria","5922","Export value","667","Tea leaves","2024","2024","1000 USD","1012","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","807","North Macedonia","5910","Export quantity","667","Tea leaves","2024","2024","t","3.38","A","Official figure",""
"TCL","Crops and livestock products","807","North Macedonia","5922","Export value","667","Tea leaves","2024","2024","1000 USD","34","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5910","Export quantity","667","Tea leaves","2024","2024","t","12.16","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5922","Export value","667","Tea leaves","2024","2024","1000 USD","175","A","Official figure",""
"TCL","Crops and livestock products","512","Oman","5910","Export quantity","667","Tea leaves","2024","2024","t","180.41","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","512","Oman","5922","Export value","667","Tea leaves","2024","2024","1000 USD","1520","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","586","Pakistan","5910","Export quantity","667","Tea leaves","2024","2024","t","3738.23","A","Official figure",""
"TCL","Crops and livestock products","586","Pakistan","5922","Export value","667","Tea leaves","2024","2024","1000 USD","20273","A","Official figure",""
"TCL","Crops and livestock products","598","Papua New Guinea","5910","Export quantity","667","Tea leaves","2024","2024","t","315.03","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","598","Papua New Guinea","5922","Export value","667","Tea leaves","2024","2024","1000 USD","357","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","600","Paraguay","5910","Export quantity","667","Tea leaves","2024","2024","t","0.68","A","Official figure",""
"TCL","Crops and livestock products","600","Paraguay","5922","Export value","667","Tea leaves","2024","2024","1000 USD","7","A","Official figure",""
"TCL","Crops and livestock products","604","Peru","5910","Export quantity","667","Tea leaves","2024","2024","t","1200.11","A","Official figure",""
"TCL","Crops and livestock products","604","Peru","5922","Export value","667","Tea leaves","2024","2024","1000 USD","6830","A","Official figure",""
"TCL","Crops and livestock products","608","Philippines","5910","Export quantity","667","Tea leaves","2024","2024","t","28.33","A","Official figure",""
"TCL","Crops and livestock products","608","Philippines","5922","Export value","667","Tea leaves","2024","2024","1000 USD","242","A","Official figure",""
"TCL","Crops and livestock products","616","Poland","5910","Export quantity","667","Tea leaves","2024","2024","t","20963.12","A","Official figure",""
"TCL","Crops and livestock products","616","Poland","5922","Export value","667","Tea leaves","2024","2024","1000 USD","265075","A","Official figure",""
"TCL","Crops and livestock products","620","Portugal","5910","Export quantity","667","Tea leaves","2024","2024","t","334.52","A","Official figure",""
"TCL","Crops and livestock products","620","Portugal","5922","Export value","667","Tea leaves","2024","2024","1000 USD","2831","A","Official figure",""
"TCL","Crops and livestock products","634","Qatar","5910","Export quantity","667","Tea leaves","2024","2024","t","1.69","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","634","Qatar","5922","Export value","667","Tea leaves","2024","2024","1000 USD","12","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","410","Republic of Korea","5910","Export quantity","667","Tea leaves","2024","2024","t","471.81","A","Official figure",""
"TCL","Crops and livestock products","410","Republic of Korea","5922","Export value","667","Tea leaves","2024","2024","1000 USD","20753","A","Official figure",""
"TCL","Crops and livestock products","498","Republic of Moldova","5910","Export quantity","667","Tea leaves","2024","2024","t","7.25","A","Official figure",""
"TCL","Crops and livestock products","498","Republic of Moldova","5922","Export value","667","Tea leaves","2024","2024","1000 USD","141","A","Official figure",""
"TCL","Crops and livestock products","642","Romania","5910","Export quantity","667","Tea leaves","2024","2024","t","28.24","A","Official figure",""
"TCL","Crops and livestock products","642","Romania","5922","Export value","667","Tea leaves","2024","2024","1000 USD","543","A","Official figure",""
"TCL","Crops and livestock products","643","Russian Federation","5910","Export quantity","667","Tea leaves","2024","2024","t","8247.21","I","Value imputed by a receiving agency",""
"TCL","Crops and livestock products","643","Russian Federation","5922","Export value","667","Tea leaves","2024","2024","1000 USD","40095","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","646","Rwanda","5910","Export quantity","667","Tea leaves","2024","2024","t","20256.73","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","646","Rwanda","5922","Export value","667","Tea leaves","2024","2024","1000 USD","53194","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","659","Saint Kitts and Nevis","5910","Export quantity","667","Tea leaves","2024","2024","t","1.41","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","659","Saint Kitts and Nevis","5922","Export value","667","Tea leaves","2024","2024","1000 USD","33","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","662","Saint Lucia","5910","Export quantity","667","Tea leaves","2024","2024","t","0.64","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","662","Saint Lucia","5922","Export value","667","Tea leaves","2024","2024","1000 USD","47","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","670","Saint Vincent and the Grenadines","5910","Export quantity","667","Tea leaves","2024","2024","t","0.3","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","670","Saint Vincent and the Grenadines","5922","Export value","667","Tea leaves","2024","2024","1000 USD","6","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","882","Samoa","5910","Export quantity","667","Tea leaves","2024","2024","t","0.44","A","Official figure",""
"TCL","Crops and livestock products","882","Samoa","5922","Export value","667","Tea leaves","2024","2024","1000 USD","1","A","Official figure",""
"TCL","Crops and livestock products","678","Sao Tome and Principe","5910","Export quantity","667","Tea leaves","2024","2024","t","0","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","678","Sao Tome and Principe","5922","Export value","667","Tea leaves","2024","2024","1000 USD","0","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","682","Saudi Arabia","5910","Export quantity","667","Tea leaves","2024","2024","t","4696.78","A","Official figure",""
"TCL","Crops and livestock products","682","Saudi Arabia","5922","Export value","667","Tea leaves","2024","2024","1000 USD","25159","A","Official figure",""
"TCL","Crops and livestock products","686","Senegal","5910","Export quantity","667","Tea leaves","2024","2024","t","1114.16","A","Official figure",""
"TCL","Crops and livestock products","686","Senegal","5922","Export value","667","Tea leaves","2024","2024","1000 USD","3923","A","Official figure",""
"TCL","Crops and livestock products","688","Serbia","5910","Export quantity","667","Tea leaves","2024","2024","t","40.56","A","Official figure",""
"TCL","Crops and livestock products","688","Serbia","5922","Export value","667","Tea leaves","2024","2024","1000 USD","446","A","Official figure",""
"TCL","Crops and livestock products","694","Sierra Leone","5910","Export quantity","667","Tea leaves","2024","2024","t","32.36","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","694","Sierra Leone","5922","Export value","667","Tea leaves","2024","2024","1000 USD","122","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","702","Singapore","5910","Export quantity","667","Tea leaves","2024","2024","t","1575.45","A","Official figure",""
"TCL","Crops and livestock products","702","Singapore","5922","Export value","667","Tea leaves","2024","2024","1000 USD","30065","A","Official figure",""
"TCL","Crops and livestock products","703","Slovakia","5910","Export quantity","667","Tea leaves","2024","2024","t","31.16","A","Official figure",""
"TCL","Crops and livestock products","703","Slovakia","5922","Export value","667","Tea leaves","2024","2024","1000 USD","578","A","Official figure",""
"TCL","Crops and livestock products","705","Slovenia","5910","Export quantity","667","Tea leaves","2024","2024","t","68.97","A","Official figure",""
"TCL","Crops and livestock products","705","Slovenia","5922","Export value","667","Tea leaves","2024","2024","1000 USD","1266","A","Official figure",""
"TCL","Crops and livestock products","706","Somalia","5910","Export quantity","667","Tea leaves","2024","2024","t","0.23","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","706","Somalia","5922","Export value","667","Tea leaves","2024","2024","1000 USD","2","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","710","South Africa","5910","Export quantity","667","Tea leaves","2024","2024","t","6325.51","I","Value imputed by a receiving agency",""
"TCL","Crops and livestock products","710","South Africa","5922","Export value","667","Tea leaves","2024","2024","1000 USD","25814","A","Official figure",""
"TCL","Crops and livestock products","728","South Sudan","5910","Export quantity","667","Tea leaves","2024","2024","t","9.19","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","728","South Sudan","5922","Export value","667","Tea leaves","2024","2024","1000 USD","8","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","724","Spain","5910","Export quantity","667","Tea leaves","2024","2024","t","969.23","A","Official figure",""
"TCL","Crops and livestock products","724","Spain","5922","Export value","667","Tea leaves","2024","2024","1000 USD","13559","A","Official figure",""
"TCL","Crops and livestock products","144","Sri Lanka","5910","Export quantity","667","Tea leaves","2024","2024","t","242423.09","A","Official figure",""
"TCL","Crops and livestock products","144","Sri Lanka","5922","Export value","667","Tea leaves","2024","2024","1000 USD","1390313","A","Official figure",""
"TCL","Crops and livestock products","729","Sudan","5910","Export quantity","667","Tea leaves","2024","2024","t","179.34","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","729","Sudan","5922","Export value","667","Tea leaves","2024","2024","1000 USD","440","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","752","Sweden","5910","Export quantity","667","Tea leaves","2024","2024","t","738.23","A","Official figure",""
"TCL","Crops and livestock products","752","Sweden","5922","Export value","667","Tea leaves","2024","2024","1000 USD","8066","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","667","Tea leaves","2024","2024","t","6759.64","I","Value imputed by a receiving agency",""
"TCL","Crops and livestock products","756","Switzerland","5922","Export value","667","Tea leaves","2024","2024","1000 USD","28586","A","Official figure",""
"TCL","Crops and livestock products","760","Syrian Arab Republic","5910","Export quantity","667","Tea leaves","2024","2024","t","42.4","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","760","Syrian Arab Republic","5922","Export value","667","Tea leaves","2024","2024","1000 USD","158","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","762","Tajikistan","5910","Export quantity","667","Tea leaves","2024","2024","t","0.09","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","762","Tajikistan","5922","Export value","667","Tea leaves","2024","2024","1000 USD","1","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","764","Thailand","5910","Export quantity","667","Tea leaves","2024","2024","t","4253.32","I","Value imputed by a receiving agency",""
"TCL","Crops and livestock products","764","Thailand","5922","Export value","667","Tea leaves","2024","2024","1000 USD","27943","A","Official figure",""
"TCL","Crops and livestock products","768","Togo","5910","Export quantity","667","Tea leaves","2024","2024","t","921.98","A","Official figure",""
"TCL","Crops and livestock products","768","Togo","5922","Export value","667","Tea leaves","2024","2024","1000 USD","507","A","Official figure",""
"TCL","Crops and livestock products","776","Tonga","5910","Export quantity","667","Tea leaves","2024","2024","t","0.02","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","776","Tonga","5922","Export value","667","Tea leaves","2024","2024","1000 USD","2","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","780","Trinidad and Tobago","5910","Export quantity","667","Tea leaves","2024","2024","t","14.37","A","Official figure",""
"TCL","Crops and livestock products","780","Trinidad and Tobago","5922","Export value","667","Tea leaves","2024","2024","1000 USD","123","A","Official figure",""
"TCL","Crops and livestock products","788","Tunisia","5910","Export quantity","667","Tea leaves","2024","2024","t","0.32","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","788","Tunisia","5922","Export value","667","Tea leaves","2024","2024","1000 USD","10","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","792","Türkiye","5910","Export quantity","667","Tea leaves","2024","2024","t","5293.73","A","Official figure",""
"TCL","Crops and livestock products","792","Türkiye","5922","Export value","667","Tea leaves","2024","2024","1000 USD","26983","A","Official figure",""
"TCL","Crops and livestock products","800","Uganda","5910","Export quantity","667","Tea leaves","2024","2024","t","59860.15","A","Official figure",""
"TCL","Crops and livestock products","800","Uganda","5922","Export value","667","Tea leaves","2024","2024","1000 USD","56163","A","Official figure",""
"TCL","Crops and livestock products","804","Ukraine","5910","Export quantity","667","Tea leaves","2024","2024","t","506.76","A","Official figure",""
"TCL","Crops and livestock products","804","Ukraine","5922","Export value","667","Tea leaves","2024","2024","1000 USD","7509","A","Official figure",""
"TCL","Crops and livestock products","784","United Arab Emirates","5910","Export quantity","667","Tea leaves","2024","2024","t","60000","E","Estimated value",""
"TCL","Crops and livestock products","784","United Arab Emirates","5922","Export value","667","Tea leaves","2024","2024","1000 USD","350000","E","Estimated value",""
"TCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","667","Tea leaves","2024","2024","t","14447.96","I","Value imputed by a receiving agency",""
"TCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5922","Export value","667","Tea leaves","2024","2024","1000 USD","136490","A","Official figure",""
"TCL","Crops and livestock products","834","United Republic of Tanzania","5910","Export quantity","667","Tea leaves","2024","2024","t","15742.69","A","Official figure",""
"TCL","Crops and livestock products","834","United Republic of Tanzania","5922","Export value","667","Tea leaves","2024","2024","1000 USD","19441","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export quantity","667","Tea leaves","2024","2024","t","14817.31","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5922","Export value","667","Tea leaves","2024","2024","1000 USD","97149","A","Official figure",""
"TCL","Crops and livestock products","858","Uruguay","5910","Export quantity","667","Tea leaves","2024","2024","t","2.03","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","858","Uruguay","5922","Export value","667","Tea leaves","2024","2024","1000 USD","13","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","860","Uzbekistan","5910","Export quantity","667","Tea leaves","2024","2024","t","310.14","I","Value imputed by a receiving agency",""
"TCL","Crops and livestock products","860","Uzbekistan","5922","Export value","667","Tea leaves","2024","2024","1000 USD","557","A","Official figure",""
"TCL","Crops and livestock products","862","Venezuela (Bolivarian Republic of)","5910","Export quantity","667","Tea leaves","2024","2024","t","0.36","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","862","Venezuela (Bolivarian Republic of)","5922","Export value","667","Tea leaves","2024","2024","1000 USD","2","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","704","Viet Nam","5910","Export quantity","667","Tea leaves","2024","2024","t","74012.36","I","Value imputed by a receiving agency",""
"TCL","Crops and livestock products","704","Viet Nam","5922","Export value","667","Tea leaves","2024","2024","1000 USD","101800","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","887","Yemen","5910","Export quantity","667","Tea leaves","2024","2024","t","1407.28","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","887","Yemen","5922","Export value","667","Tea leaves","2024","2024","1000 USD","11611","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","894","Zambia","5910","Export quantity","667","Tea leaves","2024","2024","t","11.67","A","Official figure",""
"TCL","Crops and livestock products","894","Zambia","5922","Export value","667","Tea leaves","2024","2024","1000 USD","10","A","Official figure",""
"TCL","Crops and livestock products","716","Zimbabwe","5910","Export quantity","667","Tea leaves","2024","2024","t","10753.79","A","Official figure",""
"TCL","Crops and livestock products","716","Zimbabwe","5922","Export value","667","Tea leaves","2024","2024","1000 USD","15695","A","Official figure",""
